Name,Disc. Date,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch
SDSS-II SN 19531,2007-10-20,3h16m56.582s,-0d35m09.24s,9,2,7,1425,421,41
SDSS-II SN 19545,2007-10-13,22h01m46.342s,0d24m04.32s,10,8,2,1162,343,344
SDSS-II SN 19549,2007-09-22,23h45m15.6s,0d19m12.7s,10,8,2,1434,340,341
SDSS-II SN 19552,2007-09-16,0h18m49.98s,0d20m27.7s,14,10,4,1455,32,18
SDSS-II SN 19555,2007-10-08,1h03m23.64s,0d18m10.35s,8,4,4,1462,11,12
SDSS-II SN 19573,2007-10-09,22h16m31.68s,0d44m16.699s,218,168,50,1499,1410,316
SDSS-II SN 19575,2007-10-09,22h32m29.52s,0d45m11.218s,2,1,1,1140,1464,1464
SDSS-II SN 1958,2005-09-12,21h50m00.96s,0d52m25.72s,9,4,5,401,1074,11
SDSS-II SN 19582,2007-10-13,0h10m04.8072s,0d47m40.902s,22,10,12,1453,353,353
SDSS-II SN 19593,2007-10-20,1h59m52.676s,0d40m44.41s,7,4,3,1110,733,733
SDSS-II SN 19599,2007-10-13,22h59m54.136s,1d09m53.06s,12,10,2,1157,362,362
SDSS-II SN 19608,2007-10-13,3h43m54.648s,1d08m05.136s,4,2,2,1412,419,419
SDSS-II SN 19619,2007-11-09,2h10m32.472s,1d00m42.66s,10,2,8,1446,349,349
SDSS-II SN 19668,2007-10-12,23h47m44.88s,-0d37m41.1s,6,4,2,1454,320,321
SDSS-II SN 19689,2007-10-31,1h08m06.48s,-0d04m55.5708s,10,4,6,1485,1105,10
SDSS-II SN 19690,2007-09-16,1h08m07.272s,-0d08m24.648s,3,1,2,1440,55,21
SDSS-II SN 19723,2007-10-13,22h35m34.026s,0d25m03.8s,3,1,2,1144,1460,1460
SDSS-II SN 19758,2007-10-30,23h19m08.16s,1d12m50.184s,12,4,8,392,1418,319
SDSS-II SN 19762,2007-10-08,0h01m36.762s,1d09m27.54s,14,10,4,1448,0,0
SDSS-II SN 19764,2007-10-08,0h25m54.404s,1d11m30.95s,14,4,10,1111,355,1
SDSS-II SN 19769,2007-10-20,23h21m46.451s,-0d58m34.73s,12,4,8,382,380,329
SDSS-II SN 19776,2007-10-09,23h13m46.32s,-0d28m45.336s,6,4,2,1506,366,367
SDSS-II SN 19778,2007-10-13,23h18m45.314s,-0d29m49.13s,22,4,18,1509,743,315
SDSS-II SN 1978,2005-09-09,22h16m55.68s,0d59m41.41s,226,120,106,739,2170,366
SDSS-II SN 1979,2005-09-09,22h17m25.478s,0d56m41.1s,215,114,101,739,2224,366
SDSS-II SN 19791,2007-10-13,0h31m35.532s,-0d06m28.782s,14,12,2,368,16,17
SDSS-II SN 19821,2007-10-12,23h47m07.054s,1d01m33.73s,12,10,2,392,330,330
SDSS-II SN 19825,2007-10-17,2h18m33.09s,0d52m51.34s,14,2,12,1423,398,6
SDSS-II SN 19986,2007-10-18,1h58m29.864s,0d09m28.84s,7,4,3,1108,735,735
SDSS-II SN 19987,2007-10-18,1h04m10.778s,-0d19m35.15s,12,6,6,1472,10,2
SDSS-II SN 20033,2007-10-29,1h31m43.272s,-0d43m54.57s,10,6,4,1128,355,349
SDSS-II SN 20043,2007-10-09,22h14m43.92s,1d12m06.192s,56,6,50,1157,1403,316
SDSS-II SN 20046,2007-10-20,21h25m58.386s,0d48m04.71s,19,6,13,399,1384,269
SDSS-II SN 20047,2007-10-14,21h46m21.802s,0d37m52.24s,8,6,2,1505,337,338
SDSS-II SN 20141,2007-10-30,23h50m10.1s,-0d31m25.81s,8,4,4,1472,13,12
SDSS-II SN 20152,2007-10-31,21h46m13.2s,1d01m40.8s,8,6,2,1522,295,295
SDSS-II SN 20171,2007-10-15,0h12m02.38s,0d12m45.9s,26,6,20,1455,373,335
SDSS-II SN 20191,2007-10-20,2h08m35.976s,0d13m27.79s,10,4,6,1110,368,368
SDSS-II SN 20232,2007-11-08,0h28m19.966s,-0d03m28.76s,14,12,2,1495,324,325
SDSS-II SN 20257,2007-10-20,21h34m28.32s,-0d08m51.2448s,450,262,188,1521,1063,267
SDSS-II SN 20262,2007-09-05,23h36m15.12s,-0d02m34.512s,12,8,4,1422,15,15
SDSS-II SN 20267,2007-10-31,0h35m12.914s,-0d07m08.93s,24,22,2,1491,10,10
SDSS-II SN 20272,2007-10-20,1h08m52.422s,-0d01m16.01s,3,2,1,1474,21,21
SDSS-II SN 20276,2007-11-01,2h18m15.164s,-0d06m50.55s,6,2,4,1438,358,358
SDSS-II SN 20278,2007-10-20,2h27m34.04s,-0d10m54s,65,59,6,1092,360,19
SDSS-II SN 20300,2007-10-15,2h21m15.576s,0d25m28.301s,4,2,2,1421,375,375
SDSS-II SN 20316,2007-10-20,1h11m42.408s,0d49m30.295s,9,6,3,1474,1115,2
SDSS-II SN 20323,2007-10-20,20h53m42.96s,1d08m41.892s,12,6,6,439,639,305
SDSS-II SN 20336,2007-11-01,2h27m58.176s,1d10m34.428s,10,2,8,1438,357,357
SDSS-II SN 20400,2007-10-31,22h30m07.667s,-1d09m15.15s,14,12,2,1176,323,323
SDSS-II SN 20405,2007-09-05,22h53m46.08s,-1d08m16.188s,10,2,8,327,1454,3
SDSS-II SN 20408,2007-10-19,21h14m27.84s,-0d45m50.76s,23,4,19,398,1391,296
SDSS-II SN 20411,2007-10-19,22h06m34.32s,-0d42m32.742s,10,4,6,401,709,328
SDSS-II SN 20431,2007-10-29,21h01m50.16s,0d29m08.466s,23,13,10,1526,634,286
SDSS-II SN 20435,2007-10-21,21h30m15.817s,0d33m31.3s,613,348,265,1522,1062,266
SDSS-II SN 20447,2007-10-19,23h57m18.416s,0d34m15.24s,6,4,2,1459,21,22
SDSS-II SN 20467,2007-10-21,1h20m04.75s,0d54m48.6s,12,6,6,1120,350,10
SDSS-II SN 20476,2007-11-04,21h41m40.81s,0d50m20.3s,20,16,4,1526,309,292
SDSS-II SN 20491,2007-10-19,23h23m55.585s,-1d11m35.74s,14,4,10,1516,736,311
SDSS-II SN 20501,2007-10-09,1h50m12.528s,-1d12m04.284s,8,4,4,1100,376,377
SDSS-II SN 20514,2007-10-12,1h32m18.253s,-0d45m18.9s,10,6,4,1111,372,366
SDSS-II SN 20541,2007-11-04,21h25m00.96s,-0d16m05.682s,12,10,2,458,291,292
SDSS-II SN 20545,2007-11-04,22h01m00s,-0d25m26.35s,17,6,11,438,692,278
SDSS-II SN 20553,2007-10-29,23h43m10.133s,-0d19m51.78s,10,8,2,409,305,305
SDSS-II SN 20557,2007-10-19,0h59m02.8s,-0d18m34.02s,12,6,6,1473,9,3
SDSS-II SN 20558,2007-10-09,1h01m14.856s,-0d25m19.6104s,10,4,6,1463,19,13
SDSS-II SN 20572,2007-10-29,20h59m31.44s,0d08m08.2284s,8,4,4,1526,627,309
SDSS-II SN 20578,2007-10-14,21h58m20.4s,0d10m59.3s,22,10,12,417,325,284
SDSS-II SN 20588,2007-10-06,0h14m26.844s,0d05m31.29s,18,4,14,385,389,344
SDSS-II SN 20590,2007-10-31,0h27m39.9384s,0d12m43.74s,10,8,2,1134,332,333
SDSS-II SN 20591,2007-10-12,1h05m50.568s,0d06m49.813s,8,4,4,1466,16,16
SDSS-II SN 20592,2007-10-12,1h17m57.168s,0d09m58s,10,4,6,20,17,10
SDSS-II SN 20596,2007-10-29,1h46m47.544s,0d07m03.9612s,6,4,2,1120,356,356
SDSS-II SN 20601,2007-10-09,3h29m22.104s,0d06m35.795s,6,2,4,302,436,78
SDSS-II SN 20608,2007-10-08,23h10m23.04s,-1d00m07.704s,16,14,2,1506,367,368
SDSS-II SN 20613,2007-10-30,21h23m56.88s,-0d33m46.26s,16,10,6,453,296,260
SDSS-II SN 20619,2007-09-16,22h23m08.4s,-0d25m48.522s,2,1,1,1118,1487,1488
SDSS-II SN 20624,2007-10-31,0h18m38.4768s,-0d37m01.128s,28,16,12,1134,363,333
SDSS-II SN 20678,2007-11-02,1h10m01.94s,1d13m48.4s,6,4,2,1487,333,334
SDSS-II SN 20685,2007-10-20,0h57m10.621s,1d14m24.66s,14,8,6,1474,351,336
SDSS-II SN 20690,2007-11-02,21h58m57.84s,1d10m29.892s,13,8,5,1182,679,321
SDSS-II SN 20709,2007-11-08,0h15m39.052s,-0d10m00.27s,16,4,12,418,355,311
SDSS-II SN 20719,2007-10-20,2h15m29.798s,-0d05m03.05s,12,2,10,1426,396,370
SDSS-II SN 20721,2007-11-02,21h32m44.375s,-0d37m19.62s,320,206,114,1534,1050,254
SDSS-II SN 20722,2007-11-08,21h41m01.44s,0d42m05.5s,14,12,2,450,287,288
SDSS-II SN 20727,2007-11-02,2h52m14.568s,-0d10m19.326s,11,2,9,14,723,383
SDSS-II SN 20744,2007-11-08,23h06m11.834s,0d21m32.27s,11,9,2,1536,336,337
SDSS-II SN 20745,2007-10-20,23h54m52.08s,0d16m44.501s,8,4,4,1460,320,24
SDSS-II SN 20750,2007-11-02,1h32m33.761s,0d24m46.24s,8,6,2,1124,349,350
SDSS-II SN 20759,2007-10-20,3h45m19.872s,0d19m45.887s,4,2,2,1419,413,414
SDSS-II SN 20787,2007-10-19,3h22m02.607s,-0d26m32.81s,18,2,16,1424,423,2
SDSS-II SN 20791,2007-10-29,21h11m47.493s,-0d23m09.28s,14,4,10,408,634,286
SDSS-II SN 20805,2007-10-31,21h16m18.96s,-0d41m02.202s,20,4,16,410,1379,313
SDSS-II SN 20815,2007-11-02,3h31m18.912s,0d42m41.288s,12,8,4,1436,396,54
SDSS-II SN 20825,2007-10-29,22h43m09.12s,0d33m56.797s,9,4,5,411,701,338
SDSS-II SN 20828,2007-11-04,21h42m09.231s,0d57m44.93s,6,4,2,1526,309,310
SDSS-II SN 20830,2007-11-04,22h51m38.16s,0d55m18.268s,8,6,2,1179,339,340
SDSS-II SN 20842,2007-10-19,0h26m52.528s,-1d11m40.09s,10,6,4,1475,8,9
SDSS-II SN 20870,2007-10-19,0h57m59.457s,-0d41m09.43s,18,8,10,1475,375,3
SDSS-II SN 20877,2007-10-19,0h39m08.8152s,0d30m51.037s,12,10,2,1084,328,329
SDSS-II SN 20891,2007-11-04,3h52m38.184s,0d31m22.958s,7,2,5,1434,755,408
SDSS-II SN 20896,2007-10-21,0h02m54.38s,0d56m23.1s,12,10,2,1461,17,17
SDSS-II SN 20915,2007-11-04,3h02m19.272s,-1d03m46.404s,8,2,6,13,410,56
SDSS-II SN 20916,2007-10-21,1h18m21.04s,1d01m27.91s,12,6,6,1120,350,10
SDSS-II SN 20917,2007-11-04,3h04m16.608s,-1d08m44.376s,8,4,4,1437,365,56
SDSS-II SN 20923,2007-10-12,1h55m48.744s,-0d48m35.802s,6,4,2,1102,374,374
SDSS-II SN 20926,2007-11-04,2h47m15.48s,-0d43m31.044s,8,2,6,11,1479,369
SDSS-II SN 20932,2007-10-17,2h08m39.888s,0d57m40.338s,16,6,10,1423,372,371
SDSS-II SN 20936,2007-11-04,3h32m16.08s,0d50m52.231s,12,8,4,1438,394,52
SDSS-II SN 20953,2007-10-29,22h46m23.35s,-0d15m04.43s,6,5,1,1175,708,709
SDSS-II SN 20961,2007-11-04,0h37m54.7s,-0d19m15.0348s,14,12,2,56,6,6
SDSS-II SN 20969,2007-10-29,1h40m21.768s,-0d21m12.6s,6,4,2,34,353,354
SDSS-II SN 20971,2007-11-04,1h56m10.06s,-0d12m57.5s,14,4,10,1125,1131,352
SDSS-II SN 20998,2007-11-04,1h12m05.592s,0d09m35.53s,12,3,9,1489,1419,1058
SDSS-II SN 21001,2007-11-04,1h33m53.736s,0d10m00.1812s,8,6,2,1126,347,348
SDSS-II SN 21013,2007-10-31,2h01m12.288s,-0d56m02.1408s,8,4,4,1121,356,356
SDSS-II SN 21015,2007-11-08,2h33m28.879s,-0d58m53.32s,12,4,8,1472,377,360
SDSS-II SN 21019,2007-11-01,2h29m49.632s,-0d26m41.298s,62,56,6,1104,354,7
SDSS-II SN 21023,2007-10-19,2h27m13.824s,-0d02m18.5208s,73,67,6,1091,361,20
SDSS-II SN 21027,2007-11-12,1h58m06.936s,0d19m22.058s,7,4,3,1133,710,710
SDSS-II SN 21060,2007-11-02,21h32m40.528s,0d18m49.45s,566,328,238,1534,1392,254
SDSS-II SN 21069,2007-10-20,23h16m14.64s,-0d50m18.5s,8,6,2,1517,354,355
SDSS-II SN 21161,2007-09-14,20h47m20.88s,0d03m12.72s,14,7,7,1488,678,312
SDSS-II SN 21185,2007-11-04,22h43m22.56s,-0d43m02.766s,10,4,6,417,1372,331
SDSS-II SN 21306,2007-10-29,23h31m41.598s,0d05m29.43s,383,311,72,1476,726,301
SDSS-II SN 21307,2007-10-14,23h35m29.76s,0d07m39.4s,13,11,2,1461,329,329
SDSS-II SN 21347,2007-11-04,1h38m36.67s,-1d03m34.9s,10,6,4,1126,349,350
SDSS-II SN 21351,2007-09-19,2h33m25.104s,-1d04m48.036s,12,4,8,1422,427,410
SDSS-II SN 21361,2007-11-04,3h46m37.992s,-0d48m38.808s,4,2,2,1093,408,408
SDSS-II SN 21381,2007-11-04,3h26m39.624s,-0d13m01.776s,6,2,4,1440,407,407
SDSS-II SN 21385,2007-10-19,23h50m48s,0d11m28.4s,10,8,2,399,321,322
SDSS-II SN 21388,2007-11-04,0h12m33.29s,0d03m05.8s,14,4,10,414,353,315
SDSS-II SN 21389,2007-11-04,0h14m15.36s,0d01m41.13s,18,4,14,414,360,315
SDSS-II SN 21401,2007-10-21,3h14m36.696s,0d06m11s,9,2,7,1426,428,40
SDSS-II SN 21402,2007-11-04,3h24m27.672s,0d02m04.999s,8,2,6,1440,407,406
SDSS-II SN 21404,2007-11-04,3h29m38.808s,0d04m55s,6,2,4,328,410,52
SDSS-II SN 21405,2007-10-21,3h34m34.176s,0d03m22.4s,6,4,2,1424,411,412
SDSS-II SN 21406,2007-09-19,3h39m29.88s,0d00m25.3s,12,2,10,282,805,453
SDSS-II SN 21451,2007-11-04,1h49m03.096s,0d32m43.242s,10,2,8,18,351,2
SDSS-II SN 21465,2007-10-30,21h32m13.92s,0d39m50.335s,555,324,231,1508,1395,257
SDSS-II SN 21482,2007-11-08,21h41m18.48s,-0d05m46.0572s,14,6,8,447,286,259
SDSS-II SN 21487,2007-11-12,22h41m07.44s,-0d12m41.2s,10,4,6,425,1364,323
SDSS-II SN 2149,2005-09-03,1h09m47.489s,-0d35m18.36s,12,2,10,697,1893,764
SDSS-II SN 21494,2007-11-08,22h43m11.04s,0d18m15.95s,15,4,11,421,1368,327
SDSS-II SN 21577,2007-11-02,1h56m13.264s,-0d31m54.32s,14,4,10,1123,1133,354
SDSS-II SN 21582,2007-10-15,2h25m01.608s,-0d30m55.098s,5,1,4,708,365,3
SDSS-II SN 21589,2007-11-12,1h34m18.288s,-0d01m20.1468s,8,6,2,1134,339,340
SDSS-II SN 21591,2007-09-03,1h57m22.272s,-0d06m05.112s,8,4,4,1063,413,414
SDSS-II SN 2162,2005-09-03,1h01m46.296s,-0d08m01.12s,8,2,6,697,776,764
SDSS-II SN 21648,2007-11-02,2h08m18.984s,0d25m25.57s,10,4,6,1123,355,355
SDSS-II SN 21663,2007-11-02,1h58m52.704s,0d00m00.8s,11,4,7,1123,720,354
SDSS-II SN 21764,2007-11-04,1h28m01.536s,-0d24m00.792s,13,4,9,1134,720,326
SDSS-II SN 21813,2007-11-12,22h39m05.252s,1d11m05.08s,11,4,7,1189,1430,305
SDSS-II SN 21858,2007-11-02,0h05m20.897s,1d03m41.76s,12,10,2,1473,5,5
SDSS-II SN 21874,2007-11-05,3h35m52.08s,-0d32m11.9292s,6,4,2,1439,396,397
SDSS-II SN 21875,2007-11-08,2h13m49.968s,0d45m46.87s,8,2,6,1,360,351
SDSS-II SN 21884,2007-11-08,3h26m14.52s,-0d06m49.878s,6,2,4,1444,403,403
SDSS-II SN 21885,2007-11-17,23h04m27.36s,0d19m06.3012s,8,4,4,1192,327,327
SDSS-II SN 21888,2007-11-12,1h15m42.94s,0d14m07.7s,18,10,8,51,1411,317
SDSS-II SN 21889,2007-10-23,1h56m19.536s,0d20m40.477s,11,4,7,1113,1140,363
SDSS-II SN 2355,2005-09-03,0h06m18.6144s,-0d27m58.0284s,14,2,12,683,1121,759
SDSS-II SN 2532,2005-09-14,1h50m59.4s,-0d14m03.04s,8,4,4,345,1132,1132
SDSS-II SN 2537,2005-09-14,3h23m41.256s,-0d17m09.2292s,6,2,4,659,1187,1187
SDSS-II SN 2551,2005-09-09,23h50m42.48s,-1d09m50.292s,20,12,8,747,770,726
SDSS-II SN 2621,2005-09-09,1h01m22.536s,-1d07m44.976s,20,4,16,703,1117,396
SDSS-II SN 2639,2005-09-13,22h01m51.415s,0d39m51.77s,10,6,4,402,1103,10
SDSS-II SN 2784,2005-09-15,1h52m18.102s,-0d02m30.19s,12,4,8,346,1908,1131
SDSS-II SN 2806,2005-09-03,3h01m04.06s,0d16m25.1s,8,2,6,645,1201,1175
SDSS-II SN 2808,2005-09-03,3h25m50.256s,0d17m31.96s,6,2,4,648,1199,1199
SDSS-II SN 2855,2005-09-14,1h04m42.068s,-0d21m22.88s,12,2,10,708,774,753
SDSS-II SN 2871,2005-09-14,0h37m23.405s,-1d05m12.63s,10,2,8,697,774,752
SDSS-II SN 3161,2005-10-01,21h14m58.56s,1d08m12.228s,16,3,13,413,1387,1071
SDSS-II SN 3172,2005-09-13,22h22m40.56s,-0d38m11.2524s,2,1,1,385,2220,2221
SDSS-II SN 3175,2005-09-03,2h58m28.152s,-0d58m13.908s,10,2,8,645,1202,1174
SDSS-II SN 3180,2005-09-26,0h28m26.82s,0d18m43.384s,8,2,6,369,1097,740
SDSS-II SN 3195,2005-09-22,0h34m40.422s,0d14m39.58s,12,2,10,722,731,403
SDSS-II SN 3205,2005-09-22,0h54m05.368s,0d18m47.16s,8,2,6,718,779,732
SDSS-II SN 3206,2005-09-09,0h54m18.598s,0d25m05.61s,8,2,6,705,792,745
SDSS-II SN 3225,2005-09-15,1h33m31.525s,0d18m40.7s,8,4,4,346,1127,751
SDSS-II SN 3323,2005-09-15,3h22m58.08s,0d25m19.88s,10,2,8,660,1186,1186
SDSS-II SN 3402,2005-09-12,22h11m35.04s,0d31m37.146s,52,8,44,401,1805,11
SDSS-II SN 3417,2005-09-23,20h57m06.25s,0d58m41.7s,5,4,1,760,1393,1393
SDSS-II SN 3421,2005-09-23,21h02m56.64s,0d51m01.728s,25,7,18,760,1400,318
SDSS-II SN 3426,2005-09-21,22h47m35.944s,0d36m55.89s,12,6,6,407,1113,357
SDSS-II SN 3475,2005-10-11,0h02m05.614s,-0d09m02.3184s,8,2,6,721,721,720
SDSS-II SN 3506,2005-09-22,22h25m00.176s,-0d58m41.23s,2,1,1,394,2211,2212
SDSS-II SN 3508,2005-09-15,1h03m17.71s,-0d10m44.4s,16,2,14,709,773,752
SDSS-II SN 3535,2005-09-13,2h56m28.13s,-0d08m00.5s,16,2,14,297,1191,52
SDSS-II SN 3543,2005-09-21,20h47m20.16s,0d03m12.41s,14,7,7,765,1401,1035
SDSS-II SN 3560,2005-09-10,0h03m04.466s,0d47m49.99s,16,2,14,690,788,751
SDSS-II SN 3565,2005-09-22,0h10m21.035s,0d42m33.79s,22,2,20,702,1104,740
SDSS-II SN 3593,2005-09-13,1h18m27.987s,0d43m56.28s,12,4,8,352,1118,441
SDSS-II SN 3669,2005-09-10,23h19m01.92s,-0d50m22.848s,14,4,10,746,1150,1099
SDSS-II SN 3674,2005-09-21,23h59m09.989s,0d09m46.71s,8,2,6,701,779,397
SDSS-II SN 3780,2005-09-25,0h22m10.3536s,0d32m28.439s,31,30,1,751,1485,1485
SDSS-II SN 3811,2005-09-14,0h54m49.1s,0d25m46.72s,6,2,4,708,754,741
SDSS-II SN 3881,2005-09-10,23h27m31.611s,-0d26m30.4s,11,1,10,23,1508,1080
SDSS-II SN 3889,2005-09-22,0h30m45.34s,-0d26m18.24s,16,4,12,718,767,404
SDSS-II SN 3945,2005-09-14,23h04m02.4s,-0d16m59.3s,7,5,2,691,1121,1122
SDSS-II SN 3959,2005-09-25,3h00m23.472s,0d30m43.06s,8,2,6,667,1179,1153
SDSS-II SN 3970,2005-10-12,0h02m46.29s,-0d21m51.4476s,8,2,6,722,722,720
SDSS-II SN 3975,2005-09-22,1h59m17.048s,0d12m13.37s,11,6,5,352,1491,63
SDSS-II SN 3983,2005-09-27,0h29m06.211s,-0d15m23.59s,10,4,6,723,726,726
SDSS-II SN 4019,2005-09-26,0h05m02.863s,1d08m46.66s,14,2,12,706,772,735
SDSS-II SN 4028,2005-09-24,0h44m03.359s,1d14m33.23s,8,2,6,720,1083,763
SDSS-II SN 4048,2005-09-24,0h23m39.6456s,0d47m00.3624s,65,52,13,750,1486,742
SDSS-II SN 4054,2005-09-14,3h20m22.536s,0d11m43.962s,10,2,8,659,1187,1187
SDSS-II SN 4079,2005-09-22,1h56m49.611s,0d45m14.83s,16,6,10,352,1138,1124
SDSS-II SN 4110,2005-09-14,0h06m38.007s,-1d11m48.36s,8,4,4,737,784,749
SDSS-II SN 4117,2005-09-25,0h21m59.93s,-1d14m38.184s,6,4,2,747,765,766
SDSS-II SN 4129,2005-09-25,0h51m58.817s,-1d13m04.94s,4,2,2,721,755,755
SDSS-II SN 4175,2005-09-25,2h12m41.616s,-1d10m30.936s,8,4,4,355,1123,420
SDSS-II SN 4181,2005-09-21,2h31m16.27s,-1d07m51.6s,8,2,6,694,1141,45
SDSS-II SN 4206,2005-09-24,23h38m18.522s,-0d29m11.3s,8,4,4,711,1068,364
SDSS-II SN 4211,2005-09-13,0h02m02.191s,-0d31m52.7412s,14,2,12,693,751,748
SDSS-II SN 4229,2005-09-22,0h23m10.49s,0d18m49.77s,28,27,1,748,1488,1488
SDSS-II SN 4236,2005-09-24,0h07m37.36s,-1d01m06s,12,6,6,747,1100,739
SDSS-II SN 4307,2005-09-21,1h59m51s,0d56m58.87s,11,6,5,351,1492,64
SDSS-II SN 4311,2005-09-25,2h08m31.43s,1d01m11.9s,8,2,6,671,1123,1123
SDSS-II SN 4313,2005-09-25,2h24m36.102s,1d02m05.07s,10,2,8,671,1125,35
SDSS-II SN 4360,2005-09-14,1h18m37.42s,0d54m56.8s,12,4,8,353,1117,440
SDSS-II SN 4361,2005-09-13,0h21m21.298s,-0d37m06.6576s,16,2,14,356,1112,367
SDSS-II SN 4455,2005-09-26,3h28m37.497s,-0d03m37.67s,10,2,8,671,1179,821
SDSS-II SN 4540,2005-09-15,3h35m56.232s,-0d29m45.78s,6,2,4,658,1177,451
SDSS-II SN 4557,2005-09-26,1h55m10.8s,0d16m04.3572s,18,4,14,356,1900,1120
SDSS-II SN 4558,2005-09-13,1h59m32.51s,0d17m24.3s,11,6,5,343,1500,72
SDSS-II SN 4612,2005-09-21,0h54m01.73s,-0d50m09.8s,22,8,14,717,1494,741
SDSS-II SN 4639,2005-09-27,1h57m25.824s,-0d45m26.1108s,8,4,4,357,1119,1120
SDSS-II SN 4651,2005-09-27,2h29m30.182s,-0d44m49.97s,60,52,8,339,1112,751
SDSS-II SN 4682,2005-09-24,1h26m12.169s,0d48m39.38s,6,4,2,363,738,739
SDSS-II SN 4714,2005-09-22,2h28m36.57s,-0d12m19.8s,60,56,4,334,777,756
SDSS-II SN 4757,2005-09-15,2h16m35.208s,-1d00m56.3s,6,4,2,700,1124,1125
SDSS-II SN 4808,2005-10-01,2h20m16.653s,0d24m41.18s,4,2,2,677,1119,1119
SDSS-II SN 4857,2005-09-13,1h31m30.984s,-0d09m18.396s,12,4,8,352,1129,387
SDSS-II SN 4978,2005-10-01,23h22m38.517s,-0d25m44.82s,18,6,12,767,1486,1059
SDSS-II SN 5178,2005-09-15,3h29m06.264s,0d42m49.18s,7,2,5,660,1534,834
SDSS-II SN 5197,2005-09-03,3h45m56.832s,0d40m25.774s,6,2,4,642,1197,1194
SDSS-II SN 5199,2005-10-01,23h15m10.196s,-0d59m41.59s,8,4,4,768,1103,361
SDSS-II SN 5209,2005-09-26,23h59m39.12s,-1d00m58.5s,18,2,16,706,775,393
SDSS-II SN 5230,2005-10-01,22h19m10.32s,0d50m19.5s,213,114,99,761,2202,344
SDSS-II SN 5247,2005-10-01,1h33m51.846s,-0d55m25.04s,10,4,6,370,1113,369
SDSS-II SN 5292,2005-09-26,3h04m03.48s,-0d51m24.228s,8,2,6,668,1179,1134
SDSS-II SN 5378,2005-10-03,2h30m56.905s,-1d15m07.25s,8,2,6,706,1129,33
SDSS-II SN 5468,2005-09-13,22h50m07.38s,0d24m17.5s,12,6,6,399,1121,365
SDSS-II SN 5473,2005-10-01,23h38m56.808s,0d23m00.55s,8,4,4,718,719,359
SDSS-II SN 5486,2005-10-05,22h12m59.517s,-0d24m43.2s,56,9,47,424,1819,1051
SDSS-II SN 5498,2005-10-05,22h43m52.08s,-0d42m52.9596s,12,4,8,421,2132,343
SDSS-II SN 5590,2005-09-13,23h46m41.52s,-0d52m22s,14,2,12,695,1079,367
SDSS-II SN 5595,2005-10-11,20h52m04.56s,-0d06m08.892s,15,10,5,785,1374,300
SDSS-II SN 5659,2005-10-11,23h30m33.84s,-0d02m18.7188s,167,109,58,764,1474,8
SDSS-II SN 5690,2005-10-11,0h47m08.904s,-0d54m47.52s,6,2,4,737,726,713
SDSS-II SN 5691,2005-10-11,0h24m36.5664s,-0d10m05.1852s,10,4,6,737,749,725
SDSS-II SN 5702,2005-10-01,0h50m20.002s,-0d55m08.62s,4,2,2,727,749,749
SDSS-II SN 5731,2005-09-26,0h45m21.26s,-0d32m39.9s,8,2,6,722,735,728
SDSS-II SN 5735,2005-10-01,20h46m38.135s,0d39m02.29s,34,7,27,775,1418,1025
SDSS-II SN 5804,2005-10-05,22h32m32.16s,0d59m13.09s,2,1,1,406,2198,2198
SDSS-II SN 5869,2005-09-27,1h49m28.896s,-0d46m36.7248s,8,4,4,358,1118,1119
SDSS-II SN 5877,2005-10-12,20h44m26.88s,0d32m27.82s,16,6,10,457,1726,295
SDSS-II SN 5890,2005-10-05,22h10m03.759s,0d36m33.13s,57,9,48,424,1782,354
SDSS-II SN 5897,2005-10-12,2h32m39.33s,-0d48m14.44s,16,2,14,715,1134,24
SDSS-II SN 5917,2005-10-12,0h24m08.866s,-0d15m18.13s,10,4,6,738,748,724
SDSS-II SN 5925,2005-09-27,1h44m39.02s,-1d08m45.8s,6,4,2,358,1118,1119
SDSS-II SN 5963,2005-10-12,0h44m19.45s,0d28m46.2s,12,2,10,738,745,696
SDSS-II SN 5978,2005-10-22,1h44m38.98s,0d55m18.8s,10,4,6,383,1093,715
SDSS-II SN 5993,2005-09-27,1h58m43.77s,0d02m56.7s,13,4,9,357,1486,58
SDSS-II SN 6055,2005-09-26,2h31m37.548s,-0d53m45.55s,12,2,10,699,1136,40
SDSS-II SN 6120,2005-10-11,22h12m34.412s,-0d03m26.33s,101,13,88,430,1791,1044
SDSS-II SN 6121,2005-10-20,1h48m00.62s,0d18m15.48s,6,4,2,381,1095,1095
SDSS-II SN 6210,2005-10-11,21h59m10.08s,0d50m13.6s,17,10,7,430,1431,1073
SDSS-II SN 6225,2005-10-20,0h01m09s,-1d00m01.4s,8,2,6,730,718,711
SDSS-II SN 6274,2005-10-22,2h12m36.096s,0d06m03.2436s,8,2,6,698,1123,1098
SDSS-II SN 6275,2005-10-20,2h18m21.557s,0d01m48.04s,6,2,4,696,1100,1100
SDSS-II SN 6300,2005-11-13,2h29m38.776s,-0d33m00.34s,62,54,8,386,1065,704
SDSS-II SN 6362,2005-10-20,3h19m29.832s,-0d55m15.996s,10,2,8,695,1151,731
SDSS-II SN 6469,2005-11-29,21h27m53.28s,-0d10m13.5696s,72,18,54,831,1740,242
