"Name","Disc. Date","Max Date","mmax","Host Name","R.A.","Dec.","z","Type","Phot.","Spec.","References"
"SN1963K","1963/06/15","1963/06/14","15","NGC 3656","11:23:39.70,11:23:39.701","+53:50:12.7,+53:50:12.9,+53:50:12.70","0.0096","I","1","","2012A&A...538A.120L,1963IAUC.1834....1S,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S"
"SN1963M","1963/06/19","1963/06/14","15.9","MCG +05-31-35","12:57:57.76,12:57:57.71,12:57:57.701,12:57:57.70","+28:03:35.1,+28:03:34.4,+28:03:34.31,+28:03:34.3,+28:03:34.2","0.0232","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1990ApJ...350..110C,2003yCat.2246....0C,2011ApJ...737..103S"
"SN1963L","1963/06/26","1963/06/25","15","MCG +06-07-09","02:47:53.54,02:47:53.55,02:47:53.549","+37:31:52.7,+37:31:52.6,+37:31:52.72","0.0019","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1963N","1963/06/27","1963/06/26","17.7","NGC 536","01:26:19.36,01:26:19.361","+34:42:05.0,+34:42:04.8,+34:42:05.00","0.017","II","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1963O","1963/08/17","1963/08/10","16","NGC 5905","15:15:16.03,15:15:16.05,15:15:16.030","+55:30:52.9,+55:30:53.1,+55:30:52.88","0.0255","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,1988SSRv...48....1R,2011ApJ...737..103S"
"SN1963P","1963/09/18","1963/09/30","14.05","NGC 1084","02:46:02.10,02:46:02.112,02:46:02.12,02:46:02.100","-07:34:50.4,-07:34:50.52,-07:34:50.5,-07:34:50.48","0.00436,0.00949","Ia","54","","1989ESASP.532..174C,1965CoTol.174.....B,2012A&A...538A.120L,2008ApJ...673..999P,1967TokAB.176.2131K"
"SN1964A","1964/02/04","1964/02/03","17","NGC 3631","11:20:54.1,11:20:54.24,11:20:54.500,11:20:54.5,11:20:55.43","+53:11:40,+53:11:40.2,+53:11:48.00,+53:11:48.0,+53:11:47.9","0.00387,0.0039","II","1","","2008ApJ...673..999P,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1964B","1964/02/08","1964/02/07","16.7","UGC 2646","03:18:02,03:18:02.500,03:18:02.5,03:18:09.51","+40:21.7,+40:21:44.00,+40:21:44.0,+40:20:53.6","0.018","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1964C","1964/02/10","1964/02/09","17.3","IC 1188A","16:06:06.86,16:06:06.87,16:06:06.859","+17:27:34.7,+17:27:34.8,+17:27:34.70","0.0252","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1985ApJ...297...23D,1993PASP..105.1250P,2011ApJ...737..103S"
"SN1964E","1964/03/12","1964/03/03","12.85","MCG +09-20-51","11:59:01,11:59:21.000,11:59:21.0,11:59:00.19","+52:41.6,+52:42:59.00,+52:42:59.0,+52:41:43.9","0.00554","Ia","94","2","2000PASP..112.1433C,1964IBVS...56....1A,2012A&A...538A.120L,1983PZP.....5..176T,1983PZ.....22...39T"
"SN1964F","1964/06/01","1964/06/13","14","NGC 4303","12:21:52,12:21:53.000,12:21:53.00,12:21:53.02","+04:28.4,+04:28:27.00,+04:28:27.0,+04:28:24.3","0.0052","II","1","1","2012A&A...538A.120L,2000PASP..112.1439B,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1964H","1964/06/14","1964/06/13","14.8","NGC 7292","22:28:24.06,22:28:24.060","+30:17:23.6,+30:17:23.3,+30:17:23.50,+30:17:23.5","0.0033","II","1","1","2012A&A...538A.120L,2000PASP..112.1439B,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S"
"SN1964L","1964/12/11","1964/12/08","13.45","NGC 3938","11:52:49.09,11:52:49.2,11:52:49.07,11:52:49.099,11:52:49.10","+44:07:45.4,+44:07:45.48,+44:07:45.1,+44:07:45.41","0.00263,0.0027","Ic","61","1","1989ESASP.532..174C,1965CoTol.174.....B,2012A&A...538A.120L,2008ApJ...673..999P,2000PASP..112.1439B"
"SN1965A","1965/01/01","1965/12/26","16","NGC 4410B","12:26:30,12:26:20.700,12:26:20.7,12:26:31.15","+09:01.4,+09:01:22.00,+09:01:22.0","0.025","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1965H","1965/05/23","1965/05/26","14","NGC 4666","12:45:07,12:45:07.100,12:45:07.1,12:45:07.18","-00:28.1,-00:28:05.00,-00:28:05.0,-00:28:11.5","0.0051","II","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1965I","1965/06/18","1965/06/17","11.8","NGC 4753","12:52:15,12:52:15.400,12:52:15.4,12:52:15.54","-01:10.9,-01:10:52.00,-01:10:52.0,-01:10:49.9","0.00482,0.00525,0.00568","Ia","100","","1971MmSAI..42..145C,1966PZ.....16...90V,2012A&A...538A.120L,1985AZh....62..365T,1985SvA....62..365Y"
"SN1965L","1965/09/29","1965/09/25","15.95","NGC 3631","11:20:58.2,11:20:58.08,11:20:58.400,11:20:58.4,11:20:59.43","+53:11:06,+53:11:06.36,+53:11:14.00,+53:11:14.0,+53:11:13.9","0.00387,0.0039","II","9","","2008ApJ...673..999P,2012A&A...538A.120L,1971MmSAI..42..145C,1965IAUC.1930....3C,2016A&A...594A..13P"
"SN1965N","1965/12/21","1965/12/28","15.72","NGC 3074","09:59:41.71,09:59:41.72,09:59:41.710","+35:23:43.6,+35:23:43.9,+35:23:43.69,+35:23:43.7","0.017","II","42","","1967AN....289..247R,2012A&A...538A.120L,2016A&A...594A..13P,1993PASP..105.1250P,2011ApJ...737..103S"
"SN1966A","1966/01/18","1966/01/07","15.44","MCG +08-17-63","09:14:57,09:14:57.600,09:14:57.6,09:14:55.95","+46:54.4,+46:54:22.00,+46:54:22.0,+46:54:01.7","0.014","I","8","","2012A&A...538A.120L,1989nane.conf..254C,1971MmSAI..42..145C,2016A&A...594A..13P,1966IAUC.1949....1S"
"SN1966B","1966/02/12","1966/01/25","15","NGC 4688","12:47:44.9,12:47:44.88,12:47:44.800,12:47:44.8,12:47:44.87","+04:19:32,+04:19:32.16,+04:19:36.00,+04:19:36.0,+04:19:32.0","0.00325,0.0033","II","31","","1967AJ.....72..912G,2008ApJ...673..999P,2012A&A...538A.120L,1983PZ.....22...39T,2016A&A...594A..13P"
"SN1966E","1966/07/12","1966/07/11","14.8","NGC 4189","12:13:45.9,12:13:45.84,12:13:45.900,12:13:45.92","+13:24:54,+13:24:53.64,+13:24:55.00,+13:24:55.0,+13:26:05.7","0.00702,0.007","II","1","","2008ApJ...673..999P,2012A&A...538A.120L,2016A&A...594A..13P,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1966G","1966/08/16","1966/08/15","15.5","NGC 521","01:24:37,01:24:37.800,01:24:37.8,01:24:37.82","+01:44.1,+01:44:08.00,+01:44:08.0,+01:44:05.3","0.017","I","1","1","2012A&A...538A.120L,2000PASP..112.1439B,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1966N","1966/10/16","1966/10/17","14.58","MCG -01-12-37","04:36:49,04:36:49.600,04:36:49.6,04:36:51.26","-02:59.7,-02:59:42.00,-02:59:42.0,-03:02:30.2","0.016,0.016","I","12","","2012A&A...538A.120L,1989nane.conf..254C,1971MmSAI..42..145C,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1966K","1966/12/19","1966/12/30","17.6","MCG +05-27-53","11:18:14,11:18:14.500,11:18:14.5,11:18:14.74","+28:16.8,+28:16:51.00,+28:16:51.0,+28:15:52.8","0.0424,0.0429","Ia","10","","1967AN....290..135R,2012A&A...538A.120L,2000ApJ...540..634P,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1966J","1966/12/20","1966/11/27","13","NGC 3198","10:19:45,10:19:45.800,10:19:45.8,10:19:45.41","+45:30.2,+45:30:10.00,+45:30:10.0,+45:30:14.2","0.0022","Ia","93","1","1968MmSAI..39..189C,1968TokAB.189.2213K,2012A&A...538A.120L,1989nane.conf..205C,1971IzKry..41..367P"
"SN1967C","1967/02/28","1967/02/24","12.46","NGC 3389","10:48:25.1,10:48:24.96,10:48:25.200,10:48:25.2,10:48:25.02","+12:32:43,+12:32:43.08,+12:32:40.00,+12:32:40.0,+12:32:43.5","0.00433,0.00722,0.00742,0.00749","Ia","120","","1969AbaOB..37....9C,1967Afz.....3..365D,1989Afz...425..365.,2008ApJ...673..999P,1967IBVS..206....1M"
"SN1967H","1967/07/01","1967/07/01","14.6","NGC 4254","12:18:55,12:18:47.100,12:18:55.12","+14:24.7,+14:25:00.00,+14:25:00.0,+14:24:40.3","0.008","II","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1968A","1968/01/25","1968/02/05","14.74","NGC 1275","03:19:49,03:19:49.200,03:19:49.2,03:19:48.88","+41:30.2,+41:30:14.00,+41:30:14.0,+41:30:17.4","0.018","I","9","","2012A&A...538A.120L,1968TokAB.189.2213K,2016A&A...594A..13P,1993BICDS..42...17T,1966IAUC.2051....1D"
"SN1968V","1968/01/26","1968/01/25","15.7","NGC 2276","07:26:57,07:26:57.130,07:26:57.13,07:26:41.38","+85:45.9,+85:45:53.00,+85:45:53.0,+85:45:41.1","0.0081","II","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1968D","1968/02/29","1968/02/28","13.5","NGC 6946","20:34:58.40,20:34:58.32,20:34:58.409,20:34:58.41,20:34:58.33","+60:09:34.4,+60:09:34.52,+60:09:34.42,+60:09:34.6","0.00015","II","1","","2012A&A...538A.120L,2016A&A...594A..13P,1994IAUC.6045....1V,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1968E","1968/03/21","1968/03/10","13.36","NGC 2713","08:57:21,08:57:21.100,08:57:21.1,08:57:20.89","+02:55.0,+02:54:58.00,+02:54:58.0,+02:55:03.0","0.013","Ia","35","1","1971MmSAI..42..145C,2012A&A...538A.120L,1989nane.conf..254C,2000PASP..112.1433C,1969ATsir...0..498R"
"SN1968G","1968/04/23","1968/04/22","17.4","A081554+2028","08:15:55,08:15:55.400,08:15:55.4,08:15:54.85","+20:27.7,+20:27:43.00,+20:27:43.0,+20:27:58.0","0.043","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1968I","1968/04/23","1968/04/22","13.5","NGC 4981","13:08:49,13:08:49.300,13:08:49.3,13:08:48.87","-06:46.7,-06:46:40.00,-06:46:40.0,-06:46:31.7","0.0056","Ia","1","1","2012A&A...538A.120L,2000PASP..112.1433C,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1968H","1968/04/24","1968/05/01","16.6","PGC 44441","12:58:18,12:58:16.800,12:58:16.8,12:58:17.07","+27:07.8,+27:08:16.00,+27:08:16.0,+27:08:13.2","0.039704,0.039704,0.0459","I","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,1988SSRv...48....1R,2011ApJ...737..103S"
"SN1968J","1968/05/16","1968/05/15","16.6","PGC 50284","14:05:53,14:05:53.100,14:05:53.1,14:05:52.16","+53:07.5,+53:07:31.00,+53:07:31.0,+53:07:32.7","0.041","Ia","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1968L","1968/07/17","1968/07/17","11.73","NGC 5236","13:37:00.42,13:37:00.51,13:37:00.511","-29:51:59.8,-29:51:59.0,-29:51:59.00","0.0017,0.0011","II","50","","1974MNRAS.167...13W,2012A&A...538A.120L,2014ApJS..212...21L,2016A&A...594A..13P,1994ApJ...432...42S"
"SN1969B","1969/02/06","1969/01/18","14.57","NGC 3556","11:11:21,11:11:21.800,11:11:21.8,11:11:21.52","+55:40.2,+55:40:12.00,+55:40:12.0,+55:40:10.6","0.0023","II","21","","1971MmSAI..42..145C,2012A&A...538A.120L,1969IAUC.2131....1W,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1969C","1969/02/09","1969/02/02","12","NGC 3811","11:41:17.8,11:41:17.76,11:41:17.000,11:41:17.0,11:41:17.55","+47:41:33,+47:41:40.00,+47:41:40.0,+47:41:33.3","0.01057,0.00935,0.00962,0.0126","Ia","75","","1971MmSAI..42...67B,1989nane.conf..253C,2008ApJ...673..999P,2012A&A...538A.120L,1969IAUC.2134....1R"
"SN1969H","1969/06/17","1969/06/16","15","NGC 4725","12:50:28,12:50:28.200,12:50:28.2,12:50:27.96","+25:30.3,+25:30:21.00,+25:30:21.0,+25:30:14.6","0.004","I","1","","2012A&A...538A.120L,1969IAUC.2155....1F,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1969L","1969/12/02","1969/12/04","12.55","NGC 1058","02:43:45,02:43:45.300,02:43:45.3,02:43:46.05","+37:18.7,+37:18:39.00,+37:18:39.0,+37:18:37.8","0.00253","II","127","7","1971MmSAI..42..163C,1991ESOC...37..339B,2012A&A...538A.120L,1969IAUC.2194....1R,2016A&A...594A..13P"
"SN1970A","1970/02/15","1970/02/14","14","IC 3476","12:32:41,12:32:41.000,12:32:41.0,12:32:40.65","+14:02.5,+14:02:31.00,+14:02:31.0,+14:02:38.2","-0.00057","II","1","1","2012A&A...538A.120L,1970IAUC.2214....4B,2000PASP..112.1439B,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1970G","1970/07/30","1970/08/02","11.42","NGC 5457","14:03:00.83,14:03:00.96,14:03:00.830","+54:14:32.8,+54:14:32.64,+54:14:32.78","0.000811","II","83","","1974JRASC..68...36W,1973A&A....29...57B,2012A&A...538A.120L,2008ApJ...673..999P,1970IAUC.2269....1W"
"SN1970J","1970/09/24","1970/10/06","14.11","NGC 7619","23:20:12,23:20:12.800,23:20:12.8,23:20:12.71","+08:11.9,+08:11:56.00,+08:11:56.0,+08:11:52.4","0.0132,0.0135","Ia","112","","1973MmSAI..44...65B,1989nane.conf..284C,1975IBVS.1062....1D,2012A&A...538A.120L,1970IAUC.2279....1T"
"SN1970L","1970/10/31","1970/10/02","14.87","NGC 2968","09:43:20,09:43:20.700,09:43:20.7,09:43:21.43","+31:57.1,+31:57:06.00,+31:57:06.0,+31:56:58.6","0.0052","I","34","","1973MmSAI..44...65B,1989nane.conf..284C,2012A&A...538A.120L,1970IAUC.2287....1W,2016A&A...594A..13P"
"SN1971G","1971/03/29","1971/04/11","13","NGC 4165","12:12:12.0,12:12:12,12:12:12.200,12:12:12.2,12:12:12.00","+13:14:16,+13:14:16.08,+13:14:22.00,+13:14:22.0,+13:14:16.0","0.00624,0.00953,0.00999,0.00786","Ia","107","1","1973MmSAI..44...65B,1989nane.conf..284C,2008ApJ...673..999P,1971ApL.....9...77D,2000PASP..112.1433C"
"SN1971I","1971/05/24","1971/05/29","10.9","NGC 5055","13:15:49.6,13:15:49.68,13:15:49.600,13:15:49.60","+41:59:15,+41:59:32.00,+41:59:32.0,+41:59:15.0","0.00131,0.00344","Ia","205","","1973PASP...85..321D,1971IAUC.2333....1O,1973MmSAI..44...65B,1989nane.conf..284C,1973A&A....22..317D"
"SN1971K","1971/06/12","1971/06/19","16.1","NGC 3811","11:41:14.0,11:41:13.92,11:41:13.200,11:41:13.2,11:41:13.69","+47:41:10,+47:41:09.96,+47:41:17.00,+47:41:17.0,+47:41:10.3","0.01057,0.01","II","8","","2008ApJ...673..999P,2012A&A...538A.120L,1985PZ.....22..191T,1971IAUC.2335....1M,2016A&A...594A..13P"
"SN1971L","1971/06/24","1971/06/30","12.67","NGC 6384","17:32:26,17:32:26.100,17:32:26.1,17:32:26.02","+07:04.0,+07:04:02.00,+07:04:02.0,+07:03:57.2","0.00461,0.00665","Ia","59","","1973MmSAI..44...65B,1989nane.conf..284C,2012A&A...538A.120L,1976ATsir...0..906L,1971IAUC.2336....1L"
"SN1971P","1971/08/19","1971/08/18","16.8","NGC 7319","22:36:05,22:36:05.800,22:36:05.8,22:36:05.81","+33:58.3,+33:58:16.00,+33:58:16.0,+33:58:13.2","0.022","I","13","","2012A&A...538A.120L,1974ASSL...45...19R,1971IAUC.2355....1T,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1971S","1971/11/15","1971/11/15","15.5","NGC 493","01:22:12.1,01:22:12.12,01:22:12.700,01:22:12.7,01:22:12.31","+00:57:21,+00:57:20.5,+00:57:24.00,+00:57:24.0,+00:57:22.4","0.00789,0.0078","II","21","","1974ApJ...191..739S,2008ApJ...673..999P,2012A&A...538A.120L,1971IAUC.2371....1R,2016A&A...594A..13P"
"SN1971U","1971/12/16","1971/12/15","15.5","MCG +05-26-14","10:48:26,10:48:27.000,10:48:27.0,10:48:28.03","+26:35.1,+26:35:05.00,+26:35:05.0,+26:34:58.9","0.021","Ia","1","","2012A&A...538A.120L,1971IAUC.2378....1W,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1972E","1972/05/06","1972/05/10","7.77","NGC 5253","13:39:52.7,13:39:53.200,13:39:53.2,13:39:52.70","-31:40:09,-31:40:15.00,-31:40:15.0,-31:40:09.0","0.001358","Ia","490","19","1975ApJ...200..574K,1973JBAA...28..295A,1972ApJ...177L..59L,1975A&A....45..429V,1972IAUC.2434....1W"
"SN1972H","1972/08/08","1972/07/29","15.1","NGC 3147","10:17:00,10:17:00.400,10:17:00.4,10:17:00.89","+73:24.6,+73:24:39.00,+73:24:39.0,+73:24:39.8","0.0116,0.0125,0.0143","I","67","","1973A&A....29...57B,1989nane.conf..287C,1985PZ.....22..191T,2012A&A...538A.120L,2016A&A...594A..13P"
"SN1972J","1972/08/13","1972/08/20","14.2","NGC 7634","23:21:41,23:21:41.800,23:21:41.8,23:21:41.56","+08:52.5,+08:52:27.00,+08:52:27.0,+08:52:42.7","0.0116,0.0119,0.0131,0.0137","Ia","64","","1977A&A....57...73C,2012A&A...538A.120L,1972IAUC.2437....1P,2016A&A...594A..13P,2000ApJ...540..634P"
"SN1972R","1972/12/05","1972/12/24","15.6","NGC 2841","09:21:56,09:21:56.700,09:21:56.7,09:21:57.52","+50:57.3,+50:57:20.00,+50:57:20.0,+50:57:27.0","0.0021","Ib","76","","1973A&A....29...57B,1989nane.conf..287C,2012A&A...538A.120L,1973IAUC.2476....1U,2016A&A...594A..13P"
"SN1972Q","1972/12/14","1972/12/17","14.93","NGC 4254","12:18:50,12:18:50.800,12:18:50.8,12:18:50.64","+14:26.7,+14:26:40.00,+14:26:40.0,+14:26:36.3","0.008","II","38","","1973A&A....29...57B,2012A&A...538A.120L,1972IAUC.2472....1S,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1973B","1973/01/12","1973/01/07","14.96","A151512+0244","15:15:11,15:15:07.000,15:15:07.0,15:15:10.20","+02:43.7,+02:44:48.00,+02:44:48.0,+02:43:44.0","","I","27","","1978A&AS...34..387C,2012A&A...538A.120L,1973IAUC.2485....1K,1973IAUC.2485....1W,1993BICDS..42...17T"
"SN1973F","1973/03/31","1973/04/09","16.2","NGC 4944","13:03:52.0,13:03:52.001,13:03:52.00","+28:11:11,+28:11:11.80,+28:11:11.8,+28:11:11.0","0.0232","I","20","","1978ZhPhy..90..565K,2012A&A...538A.120L,1973IAUC.2521....1V,2016A&A...594A..13P,1990ApJ...350..110C"
"SN1973N","1973/09/02","1973/08/31","15.25","NGC 7495","23:08:49,23:08:49.400,23:08:49.4,23:08:56.23","+12:03.0,+12:02:57.00,+12:02:57.0,+12:02:45.8","0.0127,0.0134,0.0157","Ia","89","","1977A&A....57...73C,2012A&A...538A.120L,2016A&A...594A..13P,2000ApJ...540..634P,1973IAUC.2571....1W"
"SN1973R","1973/12/19","1973/12/26","13.9","NGC 3627","11:20:11.5,11:20:11.52,11:20:11.500,11:20:11.65","+12:59:55,+12:59:55.32,+12:59:47.00,+12:59:47.0,+12:59:55.0","0.00193,0.0024,0.0017,0.0034","II","38","","1977A&A....56...59C,2008ApJ...673..999P,2012A&A...538A.120L,1974IAUC.2615....1R,2016A&A...594A..13P"
"SN1973U","1973/12/24","1973/12/23","16.5","IC 43","00:42:16,00:42:16.600,00:42:16.6,00:42:20.39","+29:39.4,+29:39:26.00,+29:39:26.0,+29:38:47.0","0.016","II","1","","2012A&A...538A.120L,1974IAUC.2620....1K,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1973V","1973/12/24","1973/12/23","17","MCG +09-18-102","11:12:09,11:12:09.400,11:12:09.4,11:12:19.87","+54:00.6,+54:00:38.00,+54:00:38.0,+54:01:35.3","0.039","II","1","","2012A&A...538A.120L,1974IAUC.2624....1B,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1974G","1974/04/20","1974/05/01","11.8","NGC 4414","12:26:28,12:26:28.300,12:26:28.3,12:26:29.14","+31:12.4,+31:12:22.00,+31:12:22.0,+31:12:28.4","0.00394,0.00396,0.00425,0.00484","Ia","99","","1976MNRAS.175..595P,1977A&A....57...73C,1974IAUC.2671....1R,2012A&A...538A.120L,2016A&A...594A..13P"
"SN1974J","1974/10/09","1974/10/14","15.5","NGC 7343","22:38:37,22:38:37.800,22:38:37.8,22:38:38.71","+34:03.8,+34:03:51.00,+34:03:51.0,+34:04:00.1","0.0222","Ia","72","","1977A&A....57...73C,2012A&A...538A.120L,1974IAUC.2707....1S,1974IAUC.2714....1B,2016A&A...594A..13P"
"SN1975A","1975/01/15","1975/01/20","14.4","NGC 2207","06:16:26,06:16:26.300,06:16:26.3,06:16:26.26","-21:21.4,-21:21:24.00,-21:21:24.0,-21:21:26.7","0.00897,0.0105","Ia","10","","2012A&A...538A.120L,1976ApJ...207...44K,1975IAUC.2738....1S,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1975B","1975/04/01","1975/03/31","15.5","PGC 12417","03:19:42,03:19:42.800,03:19:42.8,03:19:37.52","+41:38.0,+41:38:01.00,+41:38:01.0,+41:38:07.9","0.028","Ia","1","","2012A&A...538A.120L,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S,2008yCat....1.2024B"
"SN1975G","1975/06/11","1975/06/11","14.5","MCG +09-23-25","14:01:18,14:01:18.200,14:01:18.2,14:01:17.67","+54:25.5,+54:25:31.00,+54:25:31.0,+54:25:05.5","0.0151","Ia","25","","1978A&AS...34..387C,2012A&A...538A.120L,2016A&A...594A..13P,1988SSRv...48....1R,1975IAUC.2789....1L"
"SN1975N","1975/10/24","1975/11/04","13.41","NGC 7723","23:38:54,23:38:54.800,23:38:54.8,23:38:55.05","-12:57.2,-12:57:09.00,-12:57:09.0,-12:57:15.8","0.00568,0.00881","Ia","108","","1978A&AS...34..387C,1977MNRAS.181..677W,2012A&A...538A.120L,1976ATsir...0..906L,1975IAUC.2866....2T"
"SN1975O","1975/11/30","1975/11/28","14.32","NGC 2487","07:58:21,07:58:21.100,07:58:21.1,07:58:22.39","+25:08.1,+25:08:06.00,+25:08:06.0,+25:09:12.3","0.0161,0.0171","Ia","42","","1978A&AS...34..387C,2012A&A...538A.120L,2000ApJ...540..634P,1975IAUC.2874....3G,2016A&A...594A..13P"
"SN1975P","1975/12/01","1975/11/13","15","NGC 3583","11:14:18,11:14:18.100,11:14:18.1,11:14:16.04","+48:18.4,+48:18:26.00,+48:18:26.0,+48:18:29.5","0.0071","I","22","","1978A&AS...34..387C,2012A&A...538A.120L,1975IAUC.2878....4H,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1975T","1975/12/28","1975/01/04","15.7","NGC 3756","11:36:42,11:36:42.400,11:36:42.4,11:36:42.06","+54:17.2,+54:17:14.00,+54:17:14.0,+54:17:02.0","0.0043","II","9","","2012A&A...538A.120L,1978A&AS...34..387C,1976IAUC.2895....4H,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1975S","1975/12/30","1975/12/29","14.6","NGC 1325","03:24:30,03:24:30.100,03:24:30.1,03:24:29.41","-21:31.3,-21:31:16.00,-21:31:16.0,-21:31:21.3","0.0053","II","16","","1977MNRAS.181..677W,2012A&A...538A.120L,1975IAUC.2893....3T,2016A&A...594A..13P,1993BICDS..42...17T"
"SN1976B","1976/03/28","1976/04/05","14.07","NGC 4402","12:26:12.2,12:26:12.24,12:26:12.300,12:26:12.3,12:26:11.91","+13:06:41,+13:06:41.4,+13:06:46.00,+13:06:46.0,+13:06:44.8","0.00079,0.00078,0.00079","Ib","114","1","1978A&AS...34..387C,1981PASP...93..181D,1989PASP...93..181.,1977MNRAS.181..677W,2012A&A...538A.120L"
"AT1976R","1976/05/31","1976/05/30","18.4","NGC 6780","19:22:49.940","-55:46:55.73","0.011662","Candidate","1","","2016A&A...594A..13P"
"SN1976D","1976/08/25","1976/08/23","14.5","NGC 5427","14:03:28,14:03:28.200,14:03:28.2,14:03:28.45","-06:01.3,-06:01:19.00,-06:01:19.0,-06:01:15.9","0.0091","Ia","1","","2012A&A...538A.120L,1976IAUC.2984....3C,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1976F","1976/09/24","1976/09/23","16.5","UGC 2100","02:37:37,02:37:37.600,02:37:37.6,02:37:30.59","+33:39.8,+33:39:46.00,+33:39:46.0,+33:37:43.3","0.015","II","9","","2012A&A...538A.120L,1985PZ.....22..191T,2016A&A...594A..13P,1976IAUC.2993....3K,1993BICDS..42...17T"
"SN1976G","1976/10/21","1976/10/11","15","NGC 488","01:21:46,01:21:46.600,01:21:46.6,01:21:46.84","+05:13.6,+05:13:38.00,+05:13:38.0,+05:13:33.3","0.0076","Ia?","23","","1979AJ.....84..502W,2012A&A...538A.120L,1976MNSSA..35...97M,1976IAUC.2998....3M,2016A&A...594A..13P"
"SN1976L","1976/10/28","1976/10/27","17","NGC 1411","03:39:00,03:39:41.359,03:39:00.7,03:39:41.35","-44:06.2,-44:00:38.02,-44:06:12.0,-44:00:37.8","0.0034","I","1","","2012A&A...538A.120L,1977IAUC.3103....3H,2016A&A...594A..13P,1993BICDS..42...17T,2011ApJ...737..103S"
"SN1976J","1976/12/15","1976/12/15","14.42","NGC 977","02:33:02.9,02:33:02.800,02:33:02.8,02:33:02.75","-10:45:50,-10:45:51.00,-10:45:51.0,-10:46:01.1","0.0117,0.0157","Ia","35","","1978A&AS...34..387C,2012A&A...538A.120L,1979AJ.....84..502W,2016A&A...594A..13P,2000ApJ...540..634P"
"SN1976K","1976/12/21","1976/12/20","17","NGC 3226","10:23:28.8,10:23:28.900,10:23:28.9,10:23:28.80","+19:54:15,+19:54:22.00,+19:54:22.0,+19:54:15.0","0.0043","I","1","","2012A&A...538A.120L,1977IAUC.3029....3M,2016A&A...594A..13P,2008yCat.2283....0B,2011ApJ...737..103S"
