,Name,Disc. Date,Band,R.A.,Dec.,Total Epochs,Epochs Pre-SN,Epochs Post-SN,First Epoch,Last Epoch,Next Epoch,File
8962,SN2006ro,2006-11-09,FUV,3h51m16.85s,26d50m05.4s,2,1,1,321,34,35,SN2006ro-FUV.fits.gz
8963,SN2006ro,2006-11-09,NUV,3h51m16.85s,26d50m05.4s,2,1,1,321,34,35,SN2006ro-NUV.fits.gz
8964,SN2006rr,2006-11-10,FUV,2h25m28.59s,7d17m02.5s,2,0,2,-340,360,340,SN2006rr-FUV.fits.gz
8965,SN2006rr,2006-11-10,NUV,2h25m28.59s,7d17m02.5s,2,0,2,-340,360,340,SN2006rr-NUV.fits.gz
8966,SN2006rs,2006-11-11,FUV,0h33m09.13s,-13d27m16.2s,1,0,1,-3,3,4,SN2006rs-FUV.fits.gz
8967,SN2006rs,2006-11-11,NUV,0h33m09.13s,-13d27m16.2s,1,0,1,-3,3,4,SN2006rs-NUV.fits.gz
8968,SN2006rv,2006-11-13,FUV,2h00m00.71s,24d56m15s,2,0,2,-302,303,302,SN2006rv-FUV.fits.gz
8969,SN2006rv,2006-11-13,NUV,2h00m00.71s,24d56m15s,2,0,2,-302,303,302,SN2006rv-NUV.fits.gz
8970,SN2006rw,2006-11-14,FUV,3h38m09.57s,2d26m05.6s,1,0,1,-25,25,25,SN2006rw-FUV.fits.gz
8971,SN2006rw,2006-11-14,NUV,3h38m09.57s,2d26m05.6s,1,0,1,-25,25,25,SN2006rw-NUV.fits.gz
8972,SN2006rz,2006-11-26,FUV,3h46m06.78s,0d23m23.1s,2,1,1,1091,741,742,SN2006rz-FUV.fits.gz
8973,SN2006rz,2006-11-26,NUV,3h46m06.78s,0d23m23.1s,2,1,1,1091,741,742,SN2006rz-NUV.fits.gz
8974,SN2006S,2006-01-26,FUV,12h45m39.1s,35d05m12.4s,1,0,1,-396,396,397,SN2006S-FUV.fits.gz
8975,SN2006S,2006-01-26,NUV,12h45m39.1s,35d05m12.4s,1,0,1,-396,396,397,SN2006S-NUV.fits.gz
8976,SN2006sb,2006-11-12,FUV,2h06m30.31s,-4d05m30.6s,3,1,2,1086,354,7,SN2006sb-FUV.fits.gz
8977,SN2006sb,2006-11-12,NUV,2h06m30.31s,-4d05m30.6s,16,1,15,1086,1489,7,SN2006sb-NUV.fits.gz
8978,SN2006sc,2006-11-12,FUV,2h10m10.227s,-4d44m12.52s,1,0,1,-350,350,351,SN2006sc-FUV.fits.gz
8979,SN2006sc,2006-11-12,NUV,2h10m10.227s,-4d44m12.52s,40,0,40,-350,1470,351,SN2006sc-NUV.fits.gz
8980,SN2006sd,2006-11-14,FUV,1h14m24.155s,1d02m39.45s,9,2,7,778,714,312,SN2006sd-FUV.fits.gz
8981,SN2006sd,2006-11-14,NUV,1h14m24.155s,1d02m39.45s,14,2,12,778,1414,312,SN2006sd-NUV.fits.gz
8982,SN2006se,2006-11-14,FUV,1h14m48.054s,0d06m39.39s,6,0,6,-311,680,312,SN2006se-FUV.fits.gz
8983,SN2006se,2006-11-14,NUV,1h14m48.054s,0d06m39.39s,14,0,14,-311,1774,312,SN2006se-NUV.fits.gz
8984,SN2006sf,2006-11-14,FUV,2h08m11.654s,-3d51m40.19s,3,1,2,1088,352,5,SN2006sf-FUV.fits.gz
8985,SN2006sf,2006-11-14,NUV,2h08m11.654s,-3d51m40.19s,18,1,17,1088,1487,5,SN2006sf-NUV.fits.gz
8986,SN2006sg,2006-11-14,FUV,2h08m13.041s,-3d46m21.93s,3,1,2,1088,352,5,SN2006sg-FUV.fits.gz
8987,SN2006sg,2006-11-14,NUV,2h08m13.041s,-3d46m21.93s,18,1,17,1088,1487,5,SN2006sg-NUV.fits.gz
8988,SN2006sh,2006-11-14,FUV,2h09m11.064s,-3d44m42.01s,3,1,2,1088,352,5,SN2006sh-FUV.fits.gz
8989,SN2006sh,2006-11-14,NUV,2h09m11.064s,-3d44m42.01s,11,1,10,1088,1484,5,SN2006sh-NUV.fits.gz
8990,SN2006si,2006-11-14,FUV,2h09m51.327s,-3d43m32.48s,3,1,2,1088,352,5,SN2006si-FUV.fits.gz
8991,SN2006si,2006-11-14,NUV,2h09m51.327s,-3d43m32.48s,11,1,10,1088,1484,5,SN2006si-NUV.fits.gz
8992,SN2006sj,2006-11-14,FUV,2h10m22.418s,-3d33m09.32s,3,1,2,1088,352,5,SN2006sj-FUV.fits.gz
8993,SN2006sj,2006-11-14,NUV,2h10m22.418s,-3d33m09.32s,10,1,9,1088,1484,5,SN2006sj-NUV.fits.gz
8994,SN2006sk,2006-11-14,FUV,2h10m33.801s,-4d04m03.86s,4,1,3,1088,352,5,SN2006sk-FUV.fits.gz
8995,SN2006sk,2006-11-14,NUV,2h10m33.801s,-4d04m03.86s,14,1,13,1088,1484,5,SN2006sk-NUV.fits.gz
8996,SN2006sl,2006-11-14,FUV,2h32m15.952s,-8d48m34.31s,3,0,3,-339,697,339,SN2006sl-FUV.fits.gz
8997,SN2006sl,2006-11-14,NUV,2h32m15.952s,-8d48m34.31s,8,0,8,-339,1466,339,SN2006sl-NUV.fits.gz
8998,SN2006sm,2006-11-14,FUV,2h33m29.487s,-8d30m11.94s,4,4,0,753,-373,nan,SN2006sm-FUV.fits.gz
8999,SN2006sm,2006-11-14,NUV,2h33m29.487s,-8d30m11.94s,13,4,9,753,1487,1438,SN2006sm-NUV.fits.gz
9000,SN2006sn,2006-11-16,FUV,2h06m18.25s,-4d51m33.12s,3,3,0,1090,-758,nan,SN2006sn-FUV.fits.gz
9001,SN2006so,2006-11-18,FUV,2h33m49.155s,-8d59m15.78s,6,4,2,757,353,335,SN2006so-FUV.fits.gz
9002,SN2006so,2006-11-18,NUV,2h33m49.155s,-8d59m15.78s,10,4,6,757,1462,335,SN2006so-NUV.fits.gz
9003,SN2006sp,2006-11-24,FUV,1h10m55.17s,-0d27m52.32s,4,1,3,1144,668,313,SN2006sp-FUV.fits.gz
9004,SN2006sp,2006-11-24,NUV,1h10m55.17s,-0d27m52.32s,8,1,7,1144,1446,313,SN2006sp-NUV.fits.gz
9005,SN2006sr,2006-12-12,FUV,0h03m35.02s,23d11m46.2s,6,5,1,1155,268,269,SN2006sr-FUV.fits.gz
9006,SN2006sr,2006-12-12,NUV,0h03m35.02s,23d11m46.2s,9,8,1,1155,268,269,SN2006sr-NUV.fits.gz
9007,SN2006su,2006-12-18,FUV,12h46m56.88s,36d32m01.8s,3,2,1,291,71,72,SN2006su-FUV.fits.gz
9008,SN2006su,2006-12-18,NUV,12h46m56.88s,36d32m01.8s,4,3,1,291,71,72,SN2006su-NUV.fits.gz
9009,SN2006sv,2006-11-09,NUV,22h25m28.25s,0d15m55s,1,0,1,-1798,1798,1799,SN2006sv-NUV.fits.gz
9010,SN2006sw,2006-11-14,FUV,1h05m00.2s,-0d22m28.7s,6,1,5,1134,348,327,SN2006sw-FUV.fits.gz
9011,SN2006sw,2006-11-14,NUV,1h05m00.2s,-0d22m28.7s,6,1,5,1134,348,327,SN2006sw-NUV.fits.gz
9012,SN2006sx,2006-11-16,FUV,0h31m48.32s,-0d30m50.2s,4,1,3,15,347,293,SN2006sx-FUV.fits.gz
9013,SN2006sx,2006-11-16,NUV,0h31m48.32s,-0d30m50.2s,4,1,3,15,347,293,SN2006sx-NUV.fits.gz
9014,SN2006sy,2006-11-16,FUV,2h21m05.2s,0d49m42.2s,6,1,5,1088,733,708,SN2006sy-FUV.fits.gz
9015,SN2006sy,2006-11-16,NUV,2h21m05.2s,0d49m42.2s,6,1,5,1088,733,708,SN2006sy-NUV.fits.gz
9016,SN2006sz,2006-11-16,FUV,23h42m52.46s,-0d33m22.9s,5,3,2,62,652,310,SN2006sz-FUV.fits.gz
9017,SN2006sz,2006-11-16,NUV,23h42m52.46s,-0d33m22.9s,5,3,2,62,652,310,SN2006sz-NUV.fits.gz
9018,SN2006ta,2006-11-19,FUV,3h29m50.42s,0d17m42.3s,5,1,4,1090,760,402,SN2006ta-FUV.fits.gz
9019,SN2006ta,2006-11-19,NUV,3h29m50.42s,0d17m42.3s,6,1,5,1090,1104,402,SN2006ta-NUV.fits.gz
9020,SN2006tb,2006-11-19,FUV,3h45m15.49s,-0d07m42.8s,2,1,1,1084,748,749,SN2006tb-FUV.fits.gz
9021,SN2006tb,2006-11-19,NUV,3h45m15.49s,-0d07m42.8s,2,1,1,1084,748,749,SN2006tb-NUV.fits.gz
9022,SN2006tc,2006-11-23,FUV,3h08m01.96s,0d56m36.4s,5,0,5,-331,710,331,SN2006tc-FUV.fits.gz
9023,SN2006tc,2006-11-23,NUV,3h08m01.96s,0d56m36.4s,5,0,5,-331,710,331,SN2006tc-NUV.fits.gz
9024,SN2006td,2006-12-24,NUV,1h58m15.76s,36d20m57.7s,1,0,1,-1789,1789,1789,SN2006td-NUV.fits.gz
9025,SN2006te,2006-12-28,FUV,8h11m42.99s,41d33m16.8s,2,0,2,0,13,0,SN2006te-FUV.fits.gz
9026,SN2006te,2006-12-28,NUV,8h11m42.99s,41d33m16.8s,3,0,3,0,1123,0,SN2006te-NUV.fits.gz
9027,SN2006tg,2006-11-28,FUV,2h04m14.171s,-4d40m18.67s,2,2,0,781,-770,nan,SN2006tg-FUV.fits.gz
9028,SN2006tj,2006-12-13,FUV,1h09m23.282s,0d42m42.26s,6,2,4,1163,657,285,SN2006tj-FUV.fits.gz
9029,SN2006tj,2006-12-13,NUV,1h09m23.282s,0d42m42.26s,10,2,8,1163,1385,285,SN2006tj-NUV.fits.gz
9030,SN2006tk,2006-12-15,FUV,1h07m52.642s,0d27m55.3s,4,1,3,1165,655,317,SN2006tk-FUV.fits.gz
9031,SN2006tk,2006-12-15,NUV,1h07m52.642s,0d27m55.3s,8,1,7,1165,1383,317,SN2006tk-NUV.fits.gz
9032,SN2006tl,2006-12-15,FUV,1h09m17.279s,-0d40m27.97s,3,1,2,1165,330,296,SN2006tl-FUV.fits.gz
9033,SN2006tl,2006-12-15,NUV,1h09m17.279s,-0d40m27.97s,7,1,6,1165,1425,296,SN2006tl-NUV.fits.gz
9034,SN2006tm,2006-12-15,FUV,1h09m17.296s,0d09m11.31s,3,1,2,1165,311,297,SN2006tm-FUV.fits.gz
9035,SN2006tm,2006-12-15,NUV,1h09m17.296s,0d09m11.31s,11,1,10,1165,1425,297,SN2006tm-NUV.fits.gz
9036,SN2006tn,2006-12-17,FUV,2h05m36.025s,-5d08m46.28s,2,2,0,800,-789,nan,SN2006tn-FUV.fits.gz
9037,SN2006tn,2006-12-17,NUV,2h05m36.025s,-5d08m46.28s,65,2,63,800,1430,1031,SN2006tn-NUV.fits.gz
9038,SN2006to,2006-12-17,FUV,2h07m34.386s,-4d00m04.22s,1,1,0,1121,-1121,nan,SN2006to-FUV.fits.gz
9039,SN2006to,2006-12-17,NUV,2h07m34.386s,-4d00m04.22s,17,1,16,1121,1454,1031,SN2006to-NUV.fits.gz
9040,SN2006tp,2006-12-17,FUV,2h09m14.042s,-4d37m12.18s,1,1,0,1121,-1121,nan,SN2006tp-FUV.fits.gz
9041,SN2006tp,2006-12-17,NUV,2h09m14.042s,-4d37m12.18s,31,1,30,1121,1430,1031,SN2006tp-NUV.fits.gz
9042,SN2006tr,2006-12-17,FUV,2h28m29.535s,-7d53m28.51s,2,1,1,27,664,665,SN2006tr-FUV.fits.gz
9043,SN2006tr,2006-12-17,NUV,2h28m29.535s,-7d53m28.51s,10,1,9,27,1455,665,SN2006tr-NUV.fits.gz
9044,SN2006ts,2006-12-19,FUV,2h10m18.686s,-3d32m26.32s,3,2,1,1123,317,318,SN2006ts-FUV.fits.gz
9045,SN2006ts,2006-12-19,NUV,2h10m18.686s,-3d32m26.32s,10,2,8,1123,1449,318,SN2006ts-NUV.fits.gz
9046,SN2006tu,2006-12-19,FUV,2h29m56.537s,-7d59m50.79s,2,1,1,29,662,663,SN2006tu-FUV.fits.gz
9047,SN2006tu,2006-12-19,NUV,2h29m56.537s,-7d59m50.79s,11,1,10,29,1453,663,SN2006tu-NUV.fits.gz
9048,SN2006tv,2006-12-19,FUV,2h35m34.225s,-8d34m22.03s,4,4,0,788,-408,nan,SN2006tv-FUV.fits.gz
9049,SN2006tv,2006-12-19,NUV,2h35m34.225s,-8d34m22.03s,9,4,5,788,1452,1404,SN2006tv-NUV.fits.gz
9050,SN2006tw,2006-12-21,FUV,1h08m54.227s,0d17m56.5s,3,1,2,1171,305,291,SN2006tw-FUV.fits.gz
9051,SN2006tw,2006-12-21,NUV,1h08m54.227s,0d17m56.5s,7,1,6,1171,1377,291,SN2006tw-NUV.fits.gz
9052,SN2006tx,2006-12-21,FUV,1h10m26.783s,-0d34m07.49s,4,1,3,1171,324,290,SN2006tx-FUV.fits.gz
9053,SN2006tx,2006-12-21,NUV,1h10m26.783s,-0d34m07.49s,8,1,7,1171,1419,290,SN2006tx-NUV.fits.gz
9054,SN2006ty,2006-12-21,FUV,1h10m45.362s,0d34m04.46s,3,1,2,1171,305,291,SN2006ty-FUV.fits.gz
9055,SN2006ty,2006-12-21,NUV,1h10m45.362s,0d34m04.46s,8,1,7,1171,1418,291,SN2006ty-NUV.fits.gz
9056,SN2006ua,2006-12-16,FUV,2h25m57.01s,-8d45m38.36s,5,3,2,785,325,307,SN2006ua-FUV.fits.gz
9057,SN2006ua,2006-12-16,NUV,2h25m57.01s,-8d45m38.36s,7,3,4,785,1780,307,SN2006ua-NUV.fits.gz
9058,SN2006ub,2006-12-16,FUV,2h26m21.34s,-8d54m19.82s,5,3,2,785,325,307,SN2006ub-FUV.fits.gz
9059,SN2006ub,2006-12-16,NUV,2h26m21.34s,-8d54m19.82s,7,3,4,785,1780,307,SN2006ub-NUV.fits.gz
9060,SN2006ue,2006-12-16,FUV,11h23m49.57s,21d28m40.37s,2,0,2,-68,81,69,SN2006ue-FUV.fits.gz
9061,SN2006ue,2006-12-16,NUV,11h23m49.57s,21d28m40.37s,2,0,2,-68,81,69,SN2006ue-NUV.fits.gz
9062,SN2006X,2006-02-04,FUV,12h22m53.93s,15d48m32s,7,0,7,-35,1191,35,SN2006X-FUV.fits.gz
9063,SN2006X,2006-02-04,NUV,12h22m53.93s,15d48m32s,9,1,8,663,1526,35,SN2006X-NUV.fits.gz
9064,SN2006Z,2006-02-01,FUV,13h44m58.07s,26d18m25.7s,1,0,1,-464,464,465,SN2006Z-FUV.fits.gz
9065,SN2006Z,2006-02-01,NUV,13h44m58.07s,26d18m25.7s,4,3,1,326,464,465,SN2006Z-NUV.fits.gz
9066,SN2007A,2007-01-02,FUV,0h25m16.66s,12d53m12.5s,2,2,0,67,-64,nan,SN2007A-FUV.fits.gz
9067,SN2007A,2007-01-02,NUV,0h25m16.66s,12d53m12.5s,2,2,0,67,-64,nan,SN2007A-NUV.fits.gz
9068,SN2007ae,2007-02-19,FUV,17h01m51.95s,79d01m54.6s,3,3,0,716,-1,nan,SN2007ae-FUV.fits.gz
9069,SN2007ae,2007-02-19,NUV,17h01m51.95s,79d01m54.6s,4,3,1,716,1726,1726,SN2007ae-NUV.fits.gz
9070,SN2007af,2007-03-01,FUV,14h22m21.03s,-0d23m37.6s,5,0,5,-47,815,47,SN2007af-FUV.fits.gz
9071,SN2007af,2007-03-01,NUV,14h22m21.03s,-0d23m37.6s,5,0,5,-47,815,47,SN2007af-NUV.fits.gz
9072,SN2007al,2007-03-10,FUV,9h59m18.48s,-19d28m25.8s,5,4,1,406,326,326,SN2007al-FUV.fits.gz
9073,SN2007al,2007-03-10,NUV,9h59m18.48s,-19d28m25.8s,5,4,1,406,326,326,SN2007al-NUV.fits.gz
9074,SN2007ao,2007-03-13,FUV,14h16m49.74s,10d48m24.1s,11,0,11,-45,417,45,SN2007ao-FUV.fits.gz
9075,SN2007ar,2007-03-12,FUV,13h21m01.93s,58d33m02.4s,3,1,2,737,379,344,SN2007ar-FUV.fits.gz
9076,SN2007ar,2007-03-12,NUV,13h21m01.93s,58d33m02.4s,4,2,2,737,379,344,SN2007ar-NUV.fits.gz
9077,SN2007at,2007-03-18,FUV,14h51m12.28s,-21d23m31.2s,1,0,1,-80,80,80,SN2007at-FUV.fits.gz
9078,SN2007at,2007-03-18,NUV,14h51m12.28s,-21d23m31.2s,1,0,1,-80,80,80,SN2007at-NUV.fits.gz
9079,SN2007au,2007-03-18,FUV,7h11m46.11s,49d51m13.4s,3,2,1,85,685,685,SN2007au-FUV.fits.gz
9080,SN2007au,2007-03-18,NUV,7h11m46.11s,49d51m13.4s,3,2,1,85,685,685,SN2007au-NUV.fits.gz
9081,SN2007ax,2007-03-21,FUV,8h22m43.26s,22d33m16.9s,3,2,1,762,338,339,SN2007ax-FUV.fits.gz
9082,SN2007ax,2007-03-21,NUV,8h22m43.26s,22d33m16.9s,5,4,1,793,338,339,SN2007ax-NUV.fits.gz
9083,SN2007B,2007-01-05,FUV,22h35m31.1s,34d48m06.6s,1,1,0,858,-858,nan,SN2007B-FUV.fits.gz
9084,SN2007B,2007-01-05,NUV,22h35m31.1s,34d48m06.6s,2,2,0,858,-503,nan,SN2007B-NUV.fits.gz
9085,SN2007ba,2007-03-29,FUV,15h16m41.814s,7d23m48.92s,6,0,6,-59,427,59,SN2007ba-FUV.fits.gz
9086,SN2007ba,2007-03-29,NUV,15h16m41.814s,7d23m48.92s,6,0,6,-59,427,59,SN2007ba-NUV.fits.gz
9087,SN2007bd,2007-04-04,FUV,8h31m32.872s,-1d11m52.02s,1,1,0,54,-54,nan,SN2007bd-FUV.fits.gz
9088,SN2007bd,2007-04-04,NUV,8h31m32.872s,-1d11m52.02s,1,1,0,54,-54,nan,SN2007bd-NUV.fits.gz
9089,SN2007bj,2007-04-18,FUV,16h22m10.59s,-1d30m51.4s,2,1,1,280,84,85,SN2007bj-FUV.fits.gz
9090,SN2007bj,2007-04-18,NUV,16h22m10.59s,-1d30m51.4s,2,1,1,280,84,85,SN2007bj-NUV.fits.gz
9091,SN2007bk,2007-04-20,FUV,15h28m45.58s,58d52m12.8s,3,3,0,1030,-4,nan,SN2007bk-FUV.fits.gz
9092,SN2007bk,2007-04-20,NUV,15h28m45.58s,58d52m12.8s,3,3,0,1030,-4,nan,SN2007bk-NUV.fits.gz
9093,SN2007bm,2007-04-20,NUV,11h25m02.3s,-9d47m53.8s,2,2,0,379,-33,nan,SN2007bm-NUV.fits.gz
9094,SN2007cb,2007-04-27,FUV,13h58m17.2s,-23d22m20.7s,1,0,1,-15,15,16,SN2007cb-FUV.fits.gz
9095,SN2007cb,2007-04-27,NUV,13h58m17.2s,-23d22m20.7s,1,0,1,-15,15,16,SN2007cb-NUV.fits.gz
9096,SN2007cc,2007-04-27,FUV,14h08m41.98s,-21d35m49.8s,1,1,0,1072,-1072,nan,SN2007cc-FUV.fits.gz
9097,SN2007cc,2007-04-27,NUV,14h08m41.98s,-21d35m49.8s,1,1,0,1072,-1072,nan,SN2007cc-NUV.fits.gz
9098,SN2007cf,2007-05-08,FUV,15h23m07.66s,8d31m45.5s,1,1,0,20,-20,nan,SN2007cf-FUV.fits.gz
9099,SN2007cf,2007-05-08,NUV,15h23m07.66s,8d31m45.5s,2,2,0,718,-20,nan,SN2007cf-NUV.fits.gz
9100,SN2007cg,2007-05-11,FUV,13h25m33.58s,-24d39m08.1s,1,1,0,1085,-1085,nan,SN2007cg-FUV.fits.gz
9101,SN2007cg,2007-05-11,NUV,13h25m33.58s,-24d39m08.1s,1,1,0,1085,-1085,nan,SN2007cg-NUV.fits.gz
9102,SN2007cj,2007-05-03,FUV,9h59m55.76s,-29d37m03.3s,2,1,1,443,270,270,SN2007cj-FUV.fits.gz
9103,SN2007cj,2007-05-03,NUV,9h59m55.76s,-29d37m03.3s,2,1,1,443,270,270,SN2007cj-NUV.fits.gz
9104,SN2007cn,2007-05-29,FUV,22h13m55.79s,13d45m23.9s,8,8,0,296,-275,nan,SN2007cn-FUV.fits.gz
9105,SN2007cn,2007-05-29,NUV,22h13m55.79s,13d45m23.9s,8,8,0,296,-275,nan,SN2007cn-NUV.fits.gz
9106,SN2007cp,2007-06-13,FUV,12h42m12.72s,-17d24m07.7s,1,1,0,78,-78,nan,SN2007cp-FUV.fits.gz
9107,SN2007cp,2007-06-13,NUV,12h42m12.72s,-17d24m07.7s,3,3,0,786,-78,nan,SN2007cp-NUV.fits.gz
9108,SN2007cq,2007-06-21,FUV,22h14m40.41s,5d04m48.6s,3,3,0,1045,-635,nan,SN2007cq-FUV.fits.gz
9109,SN2007cq,2007-06-21,NUV,22h14m40.41s,5d04m48.6s,3,3,0,1045,-635,nan,SN2007cq-NUV.fits.gz
9110,SN2007cs,2007-06-24,NUV,23h49m39s,29d55m52.1s,6,6,0,1399,-598,nan,SN2007cs-NUV.fits.gz
9111,SN2007cv,2007-06-29,FUV,10h37m45.4s,-27d04m57s,2,1,1,501,207,208,SN2007cv-FUV.fits.gz
9112,SN2007cv,2007-06-29,NUV,10h37m45.4s,-27d04m57s,2,1,1,501,207,208,SN2007cv-NUV.fits.gz
9113,SN2007cx,2007-03-31,FUV,10h19m09.49s,36d50m54.8s,2,2,0,46,-25,nan,SN2007cx-FUV.fits.gz
9114,SN2007cx,2007-03-31,NUV,10h19m09.49s,36d50m54.8s,2,2,0,46,-25,nan,SN2007cx-NUV.fits.gz
9115,SN2007cy,2007-04-02,FUV,9h11m30.08s,8d27m28.2s,3,3,0,1133,-39,nan,SN2007cy-FUV.fits.gz
9116,SN2007cy,2007-04-02,NUV,9h11m30.08s,8d27m28.2s,4,4,0,1157,-39,nan,SN2007cy-NUV.fits.gz
9117,SN2007cz,2007-04-03,FUV,9h55m36.78s,7d18m15s,4,2,2,399,677,287,SN2007cz-FUV.fits.gz
9118,SN2007cz,2007-04-03,NUV,9h55m36.78s,7d18m15s,4,2,2,399,677,287,SN2007cz-NUV.fits.gz
9119,SN2007da,2007-04-04,FUV,11h05m05.66s,8d38m58.5s,3,2,1,1099,364,364,SN2007da-FUV.fits.gz
9120,SN2007da,2007-04-04,NUV,11h05m05.66s,8d38m58.5s,6,2,4,1099,1474,364,SN2007da-NUV.fits.gz
9121,SN2007dc,2007-04-04,FUV,11h48m51.16s,10d03m46.8s,1,1,0,1101,-1101,nan,SN2007dc-FUV.fits.gz
9122,SN2007dc,2007-04-04,NUV,11h48m51.16s,10d03m46.8s,1,1,0,1101,-1101,nan,SN2007dc-NUV.fits.gz
9123,SN2007dd,2007-04-04,FUV,13h52m49.98s,20d29m49.5s,1,0,1,-34,34,34,SN2007dd-FUV.fits.gz
9124,SN2007dd,2007-04-04,NUV,13h52m49.98s,20d29m49.5s,2,1,1,660,34,34,SN2007dd-NUV.fits.gz
9125,SN2007de,2007-04-04,FUV,14h07m39.89s,19d28m04.8s,1,0,1,-34,34,34,SN2007de-FUV.fits.gz
9126,SN2007de,2007-04-04,NUV,14h07m39.89s,19d28m04.8s,4,1,3,694,1518,34,SN2007de-NUV.fits.gz
9127,SN2007dh,2007-04-18,FUV,11h52m36.7s,12d20m14.4s,1,1,0,48,-48,nan,SN2007dh-FUV.fits.gz
9128,SN2007dh,2007-04-18,NUV,11h52m36.7s,12d20m14.4s,2,1,1,48,696,696,SN2007dh-NUV.fits.gz
9129,SN2007di,2007-04-18,FUV,16h14m25.92s,5d09m21.1s,3,2,1,279,414,415,SN2007di-FUV.fits.gz
9130,SN2007di,2007-04-18,NUV,16h14m25.92s,5d09m21.1s,5,4,1,699,414,415,SN2007di-NUV.fits.gz
9131,SN2007dj,2007-04-19,FUV,11h10m19.97s,-1d20m20s,4,1,3,30,686,672,SN2007dj-FUV.fits.gz
9132,SN2007dj,2007-04-19,NUV,11h10m19.97s,-1d20m20s,5,2,3,383,686,672,SN2007dj-NUV.fits.gz
9133,SN2007dk,2007-04-19,FUV,12h31m25.43s,-4d29m13.5s,1,1,0,20,-20,nan,SN2007dk-FUV.fits.gz
9134,SN2007dk,2007-04-19,NUV,12h31m25.43s,-4d29m13.5s,1,1,0,20,-20,nan,SN2007dk-NUV.fits.gz
9135,SN2007dl,2007-04-22,FUV,13h56m54.23s,10d50m39.2s,1,1,0,1102,-1102,nan,SN2007dl-FUV.fits.gz
9136,SN2007dl,2007-04-22,NUV,13h56m54.23s,10d50m39.2s,1,1,0,1102,-1102,nan,SN2007dl-NUV.fits.gz
9137,SN2007dn,2007-04-24,FUV,15h22m45.8s,17d13m20.2s,1,0,1,-5,5,5,SN2007dn-FUV.fits.gz
9138,SN2007dn,2007-04-24,NUV,15h22m45.8s,17d13m20.2s,1,0,1,-5,5,5,SN2007dn-NUV.fits.gz
9139,SN2007do,2007-04-27,FUV,10h36m10.18s,34d32m33.4s,1,1,0,788,-788,nan,SN2007do-FUV.fits.gz
9140,SN2007do,2007-04-27,NUV,10h36m10.18s,34d32m33.4s,2,1,1,788,1015,1015,SN2007do-NUV.fits.gz
9141,SN2007dr,2007-04-27,FUV,16h41m56s,15d22m59.1s,2,1,1,291,80,81,SN2007dr-FUV.fits.gz
9142,SN2007dr,2007-04-27,NUV,16h41m56s,15d22m59.1s,4,3,1,718,80,81,SN2007dr-NUV.fits.gz
9143,SN2007ds,2007-04-29,FUV,16h14m04.6s,8d55m20s,3,1,2,288,397,73,SN2007ds-FUV.fits.gz
9144,SN2007ds,2007-04-29,NUV,16h14m04.6s,8d55m20s,3,1,2,288,397,73,SN2007ds-NUV.fits.gz
9145,SN2007dt,2007-04-30,NUV,20h59m25.7s,3d39m12.5s,2,0,2,-1568,1597,1569,SN2007dt-NUV.fits.gz
9146,SN2007du,2007-05-04,FUV,13h21m54.91s,23d02m26.8s,1,0,1,-2,2,2,SN2007du-FUV.fits.gz
9147,SN2007du,2007-05-04,NUV,13h21m54.91s,23d02m26.8s,3,2,1,705,2,2,SN2007du-NUV.fits.gz
9148,SN2007dx,2007-05-09,FUV,12h51m12.75s,-9d01m45.2s,3,1,2,40,357,358,SN2007dx-FUV.fits.gz
9149,SN2007dx,2007-05-09,NUV,12h51m12.75s,-9d01m45.2s,8,6,2,737,357,358,SN2007dx-NUV.fits.gz
9150,SN2007E,2007-01-10,FUV,2h26m34.41s,-15d50m36.5s,2,0,2,-283,298,283,SN2007E-FUV.fits.gz
9151,SN2007E,2007-01-10,NUV,2h26m34.41s,-15d50m36.5s,2,0,2,-283,298,283,SN2007E-NUV.fits.gz
9152,SN2007ec,2007-05-24,FUV,21h49m32.58s,19d01m44.4s,2,0,2,-55,55,55,SN2007ec-FUV.fits.gz
9153,SN2007ec,2007-05-24,NUV,21h49m32.58s,19d01m44.4s,2,0,2,-55,55,55,SN2007ec-NUV.fits.gz
9154,SN2007ee,2007-05-28,FUV,14h47m47.34s,16d49m53.1s,1,0,1,-3,3,3,SN2007ee-FUV.fits.gz
9155,SN2007ee,2007-05-28,NUV,14h47m47.34s,16d49m53.1s,1,0,1,-3,3,3,SN2007ee-NUV.fits.gz
9156,SN2007eg,2007-05-30,FUV,13h09m50.34s,20d44m42s,1,1,0,26,-26,nan,SN2007eg-FUV.fits.gz
9157,SN2007eg,2007-05-30,NUV,13h09m50.34s,20d44m42s,1,1,0,26,-26,nan,SN2007eg-NUV.fits.gz
9158,SN2007ek,2007-06-04,FUV,15h23m04.86s,8d46m55.7s,1,1,0,47,-47,nan,SN2007ek-FUV.fits.gz
9159,SN2007ek,2007-06-04,NUV,15h23m04.86s,8d46m55.7s,2,2,0,745,-47,nan,SN2007ek-NUV.fits.gz
9160,SN2007eo,2007-06-05,FUV,17h28m46.33s,22d10m40.3s,1,1,0,1071,-1071,nan,SN2007eo-FUV.fits.gz
9161,SN2007eo,2007-06-05,NUV,17h28m46.33s,22d10m40.3s,2,2,0,1071,-708,nan,SN2007eo-NUV.fits.gz
9162,SN2007ev,2007-06-27,FUV,22h40m06.18s,24d41m57.1s,2,1,1,278,24,24,SN2007ev-FUV.fits.gz
